,content_id,content,subject,sentiment_value,sentiment_word
1797,A8Whb2CyQYNdgkE5,我也换的5-30的机油，跑着很爽，安锁签名的,动力,1,很爽
1801,Ifc4M3HGt5BX6YwU,刚换的，机油性能都很赞，4000公里后也会衰～～当然比白桶肯定好，黏度也提高了～,动力,1,
1803,eB0RkF9lv7XaMxpE,我是2016白森2.5的，跑了3500KM，在北京一直加中石化的92号（油卡）的，在下江南的高速服务区加92号，在山东段加乙醇汽油95号，表现一切正常，超车，爬山没有影响。,油耗,1,正常
1806,uipAcR84VHZGW9Yl,机油问题，起初一直20机油没事，美孚30的出现机油消耗，再保养换安索签名版20油后再无机油消耗,动力,1,无损耗
1814,HX5F4KEGf0a6ojND,我换差速器油是从20L的大桶里抽的，4升装明显更放心，你要3升，如果4S给你掏出三个以前车主省下的1升油底子，你愿意？   ,动力,1,
1816,Y3qupQv7HfiLTdCR,斯巴鲁这种稍微有点性能的车我觉着还是用点欧洲产的机油好一些，哪些国家毕竟是做性能车的比较多,动力,1,
1826,lh9jIUwQOzLiYmvq,综合油耗7.4。城区居多。算是比较省油的。快两万公里了还没机油报警过。一般是6000左右换,油耗,1,省油
1828,F7arnLcqm6NI2TZl,谢谢回复！我现在的车是08年的飞度，除了加油常规保养换胎，没有任何麻烦，所以希望下一台也是省心的车。我发现买第一台车的都比较快下手，买第二三台的都比较思前想后，就是纠结了，没有百分百满意的车！现在基本确定了，在考虑选什么颜色！   ,动力,1,省心
1853,UxpEroWeuK4jsizS,我也有过类似，09款，10万公里，发动车子后，不踩油门，车子的速度逐渐能上到20km/h，后来上论坛咨询，让我去4s店做个变速箱软件升级。后来去做了，免费的，一切恢复正常了。希望对你有帮助,油耗,1,
1857,Q78saKINFPTGS2nq,路上异物敲到底盘了。没事的。,操控,1,
1859,kMR3PshBKZeQGq6d,这点小事还联系店里，不信你把车升起来看看底盘上喷涂的也全都是这样的蜡。    ,外观,1,
1869,4ryJRjoWkmNeIdPt,底盘硬？看来你是没开过rav4，森林人很有韧性的底盘好不好！,操控,1,很韧性
1871,48nATe1wSB7rgfQK,森的话一般的烂路轻松应付，下雨天顾虑多少也没一般的车（底盘高度好点）等那么大。看自己考虑吧！买辆自己喜欢的车子才是真的。,操控,1,
1872,OiUFRoGAjn0XSgv2,森的优势就一个，可以在高底盘下有轿车的操控性。,操控,1,优势
1883,dBa6K3skpRn8lmGE,比我以前来的广本好的多 舒适度 极速过弯 还有同级别 绝对没有的四驱系统 水平发动机斯巴鲁 绝对不会后悔的,舒适性,1,好
1887,apGve83muEOU9Jir,操控没得说，昨天行驶500公里盘山路，过弯很稳，基本120左右过弯！除了噪音大外，操控很好！两辆车，11款迈腾1.8T  10款2.5XT  操控比迈腾好，森林人减震硬些！,操控,1,很稳
1888,CjH4dZ7uD35AOn2W,傲虎更显高级感，但森林人的操控性和通过性更好。据说2018年要上第五代森林人，建议等一等。,操控,1,更好
1889,PFcdOY0il481u6qZ,可以，那个才是提高操控。找个好师傅调阻尼，才是真的。   ,操控,1,可以
1895,vFTPeJBKxGzy74c0,可能是我原来的车不够好，大家反映的噪音大、刹车软等问题，我都没感觉出来，不知道其他车友原来开的是什么车。操控不大懂，反正快速过弯方向很准，侧倾很小。对了，我原来车是日产骊威。不知道    ,操控,1,很准
1896,xCmdJBiRSgtIpOKw,如果讲究四驱跟操控，森林人好点    ,操控,1,好点
1898,zDs7qBK1aN5OCG4H,开过一次神农架，思域去的，有机会要开森再去一次……风景好，山路弯弯，特能出操控感的地方……,操控,1,操控感
1899,9YNPGVFTefA3Jhm7,是的是的！特有操控感！,操控,1,操控感
1900,EgZc8uC6Jjlzd9UT,说的太对了，之前开GL8现在一开森林人飘轻，不过真心灵活，这便是所谓的操控了     ,操控,1,灵活
1902,sUpEk80jgwCRBqvh,跟同级别那几个四驱车比的话森林人四驱性能还是不错的，操控性也不错   ,操控,1,不错
1903,FJ1qX7y9rWY3xHeQ,看了几遍，谢谢详细回帖斯巴鲁的技术，操控，安全都是我喜欢斯巴鲁的原因。我不是那么文艺，讲究诗和远方的人，不过，全家人出行，第一重要的还是安全，能够尽量应付各种情况的车才是最好的选择。还是更倾向于森林人他兄弟，傲虎   ,操控,1,安全
1904,FJ1qX7y9rWY3xHeQ,看了几遍，谢谢详细回帖斯巴鲁的技术，操控，安全都是我喜欢斯巴鲁的原因。我不是那么文艺，讲究诗和远方的人，不过，全家人出行，第一重要的还是安全，能够尽量应付各种情况的车才是最好的选择。还是更倾向于森林人他兄弟，傲虎   ,安全性,1,安全
1915,guEotnOXmyVapIqW,没可比性，国内城市拥堵的平均时速20以内，5000公里发动机运行250小时，路况好的郊区平均时速60，250小时就能跑15000公里，公里数仅仅是参考，用车环境决定保养周期。   ,动力,1,
1927,JuPAWaBVrqNvH1I2,今天刚擦完发动机舱。不漏啊！,动力,1,不漏
1938,qWHAjSbrIvxzYLkB,大家快来看车黑。我说纵置发动机的适时四驱不用分动器，到了车黑嘴里成了纵置不要分动器。   ,动力,1,
1943,7rnS2v9DcFu3s6mX,斯巴撸最大的卖点，就是水平对置发动机和左右对称全时四驱的嘛,动力,1,
1951,EzYTZ5HiWGd4OrqU,森林人绝对不错的车 优惠太少 配件麻烦 我朋友的发动机大修了 他说中奖了,动力,1,
1952,EyhgqNKYtmWrixZL,看了不少论坛的帖子，应该是发动机防护的海蜡，遇热就。。。下次去ssss店应该可以清理，谢谢各位大神！,动力,1,
1956,HtsoG6SWpcgrzxNA,效果不错。用过。我觉得壳牌，嘉实多和美孚 5W-30效果都差不多。都非常好。但是我更喜欢美孚，高转速时候发动机的声音太好听了。,动力,1,好
1962,WcnFvihV6zSPfTD9,您要觉得cvt就是垃圾，否定斯巴鲁，那是您的个人看法。。我不喜欢双离合，也不喜欢cvt，就喜欢AT。。最后说一遍，每个产品有它自己的定位与它自身地适用人群，您因cvt否定森林人，那森林人就不适合您，其他喜欢的人愿意为它进口车、水平对置发动机(我承认我个人对这个，没有多少感觉)、全时四驱买单，那是别人的事    ,动力,1,
1974,Ttf3r71sSQUDqHbG,同意楼上提到的 CX-5，今年下半年出新款。进口三大件，自然吸气发动机，这个价位最好的6AT（没有之一），换挡又平顺又快，平常拥堵路况最合适。小排量涡轮增压，双离合，劝你别碰。,动力,1,
1975,nWtQXkAb2KZeGz3E,有的而发动机是数据好，但调教烂，虚标严重。森林人这个2.5属于调教很不错，但的确是比较老的发动机了。,动力,1,不错
1996,FUtDBd46iwnCNVcT,常规的啊，防止后座打的啊太开不安全,安全性,1,
1999,FM0R2TLkNp7tc6eg,斯巴鲁在美安全性能第一    ,安全性,1,第一
2001,43VQzRMUEB6xcY7b,最后一个问题就是高速过弯，那时候差速器肯定以差速为主，不然车子得要翻车，所以后轮扭矩力量肯定小，森林人的全时四驱在高速的时候主要以安全为主（这肯定的，就算硬派越野车高速也不可能锁差速器），所以楼主应该知道，转弯的时候，后轮能不能提供力和不能提供力这两者是有本质区别的，但提供力的大还是小，这个区别就相对不是很大，只要后轮能有力，就会对安全有作用，就能进行安全方面的干预和提高寻迹性,安全性,1,
2002,dILHyepESbvfu18O,森林人，16款2.5豪华，半年多跑了1.2万，感觉还是满意的，对得起SUV此名称，比较全能吧，各种路况都可以... 顺便说一下，斯巴鲁偏爱北方，四驱冰雪路面更安全鞋，再就是这几天、早晚还用方向盘加热呢....哈尔滨  比较实用的车，自己用还是蛮好的。,动力,1,
2005,UsxlJPmVNgzr5boM,随速助力，绝对是保障高速安全。高速没有急弯，基本不需要太大的转向动作，不明白LZ为什么会觉得转向累...有可能是座椅没调好，手臂力矩不合适,安全性,1,
2007,bNKd2Pxnaupy4FZH,不差钱，肯定2.5. 高速超车，走个山路，远途奔行更轻松，安全性更高（自我感觉）。我的白森2.5带我从同里刚回来不久。,安全性,1,高
2009,lt3s6R9vdCuGZm1q,16款2.5，春节高速，一个，CRV不服我，以170-180奔跑数分钟，包括过弯…他服了… 老款1.6手动马自达3跑过190。现在觉得后怕，森林人高速要控制到130以下，比较安全,动力,1,
2011,pOEl5zerPXjJYsqv,不带分动箱，斯巴鲁全系都是全时四驱，傲虎和森林人这一代的四驱系统都一样。普通人，包括我反正是开不出极限的，谁没事去试家用车极限？反应速度应该同级别森林人是最快的，哪怕和路虎神行者比。你可以关注下新车的奇骏，因为森林人配鹰眼还需要下一代，最近小改款的新奇骏辅助安全系统多了非常多，有一个女司机神器（360全景摄像头），在走街串巷调头时候，对于女司机……你懂的。我老舅买的这个，每次都显摆     ,动力,1,全时四驱
2012,pOEl5zerPXjJYsqv,不带分动箱，斯巴鲁全系都是全时四驱，傲虎和森林人这一代的四驱系统都一样。普通人，包括我反正是开不出极限的，谁没事去试家用车极限？反应速度应该同级别森林人是最快的，哪怕和路虎神行者比。你可以关注下新车的奇骏，因为森林人配鹰眼还需要下一代，最近小改款的新奇骏辅助安全系统多了非常多，有一个女司机神器（360全景摄像头），在走街串巷调头时候，对于女司机……你懂的。我老舅买的这个，每次都显摆     ,安全性,1,
2013,FOquQEiYA8V59f63,我也不越野，但我觉得全时四驱在雨雪天更安全。,动力,1,全时四驱
2014,FOquQEiYA8V59f63,我也不越野，但我觉得全时四驱在雨雪天更安全。,安全性,1,
2015,8IsAE5hGPtUmfV3p,说实话如果是国产车撞森。不好说。森的侧翼子板都挺薄的。前后钢梁一般吧。suv毕竟高。小车还是吃亏。换后边一个比亚迪s7长城h9前边一个bj40森就呵呵了。安全驾驶最重要。森记住永远没你想的那么结实。但是森的被动防护还不错。,安全性,1,不错
2017,VGNtxcSl6DF5vWEu,没有车绝对安全的，可是斯巴鲁的全车安全性真的不错！,安全性,1,不错
2024,WurANKo1Z0zbTElF,特能理解楼主的担心。森林人车体高，在这样的山路上确实吓人，这样的山坡开轿车感觉会好些。,空间,1,车体高
2025,GYuXUfsxc6OySlb3,足够了，我8000了，用的很好，高速跑过180，不敢再快了，挺稳的    ,动力,1,用的很好
2026,X3PyBahUqA4LWTF8,谁买车只看四驱，那是买车么？买车是自己用的，当然要考虑各种因素，除了四驱还有配置，空间，动力等一系列问题，森林人是紧凑型suv里面最均衡的，至于你说的超级维特拉，就冲它那个名字铃木（陵墓），看都不用看。   ,配置,1,均衡
2027,X3PyBahUqA4LWTF8,谁买车只看四驱，那是买车么？买车是自己用的，当然要考虑各种因素，除了四驱还有配置，空间，动力等一系列问题，森林人是紧凑型suv里面最均衡的，至于你说的超级维特拉，就冲它那个名字铃木（陵墓），看都不用看。   ,空间,1,均衡
2028,X3PyBahUqA4LWTF8,谁买车只看四驱，那是买车么？买车是自己用的，当然要考虑各种因素，除了四驱还有配置，空间，动力等一系列问题，森林人是紧凑型suv里面最均衡的，至于你说的超级维特拉，就冲它那个名字铃木（陵墓），看都不用看。   ,动力,1,均衡
2030,R80NcoSrmB59Mvai,价位差不多，空间实际感觉下来也差不多，地盘高点低点都能接受。    ,空间,1,差不多
2032,xiUqjgO4R9YlBGEo,配置，油耗，操控，通过性，空间森林人。可靠性，越野能力超维。后期保养维护森林人也比超维便宜，而且4s点森林人也比超维多。,配置,1,
2033,xiUqjgO4R9YlBGEo,配置，油耗，操控，通过性，空间森林人。可靠性，越野能力超维。后期保养维护森林人也比超维便宜，而且4s点森林人也比超维多。,油耗,1,
2034,xiUqjgO4R9YlBGEo,配置，油耗，操控，通过性，空间森林人。可靠性，越野能力超维。后期保养维护森林人也比超维便宜，而且4s点森林人也比超维多。,操控,1,
2035,xiUqjgO4R9YlBGEo,配置，油耗，操控，通过性，空间森林人。可靠性，越野能力超维。后期保养维护森林人也比超维便宜，而且4s点森林人也比超维多。,空间,1,
2039,PKeUvILOs6M3pYBl,新指2.4高性能，不如搞自由光2.4专业版，2.4虎鲨发动机和9AT是一样的，价格上浮也不多。新指的尺寸小了点，感觉新指比老指降了半格。如果不喜欢自由光的咪咪眼，新指和森林人二选一的话，尺寸、空间、视野、油耗、操控、品控还是森好，动力自合、外观、内饰是新指好，轻度越野能力应该差不多。,空间,1,好
2040,PKeUvILOs6M3pYBl,新指2.4高性能，不如搞自由光2.4专业版，2.4虎鲨发动机和9AT是一样的，价格上浮也不多。新指的尺寸小了点，感觉新指比老指降了半格。如果不喜欢自由光的咪咪眼，新指和森林人二选一的话，尺寸、空间、视野、油耗、操控、品控还是森好，动力自合、外观、内饰是新指好，轻度越野能力应该差不多。,油耗,1,好
2041,PKeUvILOs6M3pYBl,新指2.4高性能，不如搞自由光2.4专业版，2.4虎鲨发动机和9AT是一样的，价格上浮也不多。新指的尺寸小了点，感觉新指比老指降了半格。如果不喜欢自由光的咪咪眼，新指和森林人二选一的话，尺寸、空间、视野、油耗、操控、品控还是森好，动力自合、外观、内饰是新指好，轻度越野能力应该差不多。,操控,1,好
2045,Q9CbzkPWiHZBDhG4,吉普高性能通过性好，前进角离去角强，配置强！但安全性、油耗经济性、操控、空间、森林人强！建议丟硬币选择。,操控,1,强
2047,Q9CbzkPWiHZBDhG4,吉普高性能通过性好，前进角离去角强，配置强！但安全性、油耗经济性、操控、空间、森林人强！建议丟硬币选择。,安全性,1,强
2048,k8CSNawRMdYv1Vz3,1.3W，具体还没谈！兄弟，看你现在的车是宝马3，我也差点入手，想想还是SUV空间舒服，不会那么压抑！   ,空间,1,舒服
2053,5S2H6YFAI1CphO78,16豪华2.5，目前不烧，毕竟才1万2千公里。   ,动力,1,不烧机油
2055,zBQCxdNwbfyME3kT,森的空调是恒温的，也就是说如果探温到外面16度，你设置25度，是感觉不到有冷气，除非你自己手动调到22度以下才能感觉到冷气，室外温度达到21度以上才会变成吹冷气。,舒适性,1,恒温
2061,TJ2QWstkhg51qyob,没这么不堪吧？，今天在广州试驾基地，6、70人轮翻过交叉轴，颠簸路，特意留意了一下没什么异响，试驾车也不是仅仅用一次吧。,操控,1,没问题
2062,jHrUcfeL6q54vtG8,基本够用，满载跑山急加入短距离超车100以上再加速费点劲    ,动力,1,够用
2066,w7RrsFTqg2NmBpje,没有那么娇贵，只是熄灭前不要暴力加速就可以了。    ,动力,1,
2071,zuFewDBgqmTW1S74,方向盘重是优点，我高速上到160都没压力，不知道你之前开什么车，后尾箱声音我的主要是备胎，那个泡沫，我拿东西上下左右卡住了,操控,1,优点
2072,gBw0WXluAaYtj7cd,1、怎么说呢，高速时方向盘重绝对是优点。如果太轻的话稍有不慎就会出现转向过度的情况，试想一下一百三四十公里时速，转向过度带来的后果，轻点儿是车辆打转，重了的话就是翻车。所以，一些高档车方向盘力度调教基本都是低速方向轻，速度越快越重。 2、三角窗嘛，不喜欢找个黑色不透明的膜贴上，看看习惯不 3、4、5举双手双脚赞！,操控,1,优点
2073,TqoGCVujahFN0etw,高速方向重绝对是优点。再说也感觉不出来多重啊，楼主以前开的车是不是方向太轻了？外后视镜有点靠后一开始是有点不习惯，把座位调后一点，方向盘向后拉一点就好了，等习惯了你就会发现小森的视野很开阔，盲区相比其他SUV要小很多，至于小三角窗更重要，那直接减小了差不多一半的盲区范围。,操控,1,优点
2074,JYuq6RMgGDPvrXLx,高速方向盘重，开起来才轻松吧，楼主是不是握的太紧了；另外视线我觉得非常好，A柱盲区很小；高速,操控,1,轻松
2076,K8rEWOCFIpAyzuQv,已换美丰打孔划线盘，基本不抖了，而且发现之前的加速无力感也许是盘不平造成的。新盘感觉还不错，只是磨得还不够平整，感觉刹车力度稍逊于旧盘，再磨磨应该会好，另外打的孔应该也会多少减小一点摩擦面积。,动力,1,
2078,MH5ih9WNpO4gx2bj,我也很在意座椅记忆，家里的老车就是手动调的，拉前拉后烦死。感应雨刷、大灯之类我倒无所谓，因为习惯手动了(手动空调、手动大灯、手动雨刷。。。)，当然有最好啦。     ,内饰,1,记忆
2080,d6zVk2ACfwKe4UrG,第一档就是自动雨刷，然后可以微调感应度的，如果感应度要高看上面朋友发的图一直向下旋转到底。,配置,1,
2081,S8s3q4uaJ1KEgWUj,真的作用不大，因为整个车身都暴晒在阳光下，遮阳档就是一个混淆概念的产物    ,外观,1,作用不大
2086,oA7PFrBwlhMcmJnt,车身没降低，降低一点就好看了   ,外观,1,降低
2093,Iv7VX5f8MmHprs4J,操控才是第一，我不想改了后对系统有任何影响，也就忍住没改。    ,操控,1,忍住没改
2095,QP4UuSZHetgfFDWv,天天在路上呗，兄弟!还好这车操控丶舒适感强，不然天天累死了。    ,操控,1,舒适感强
2099,oh2q5Om1fR8CXxn6,预算有限的话可以，后期你还需要改个带透镜的大灯预计3000~4000左右。如果能有多两万预算建议2.5豪华，动力也够了，大灯也不用改，内饰中控彩屏也实用。绝对值。,内饰,1,绝对值
2100,oh2q5Om1fR8CXxn6,预算有限的话可以，后期你还需要改个带透镜的大灯预计3000~4000左右。如果能有多两万预算建议2.5豪华，动力也够了，大灯也不用改，内饰中控彩屏也实用。绝对值。,动力,1,动力也够了
2102,y1p8AI6ENQKJlzxO,15这个价格如果精品车况，值,价格,1,值
2103,Rj7E8KcHu3A1SJyU,07款2.0，现在跑了19万多从不烧机油，油耗，长途综合7.7-8.2升，一般配件不缺，二次进气阀主要是空气中的水气引起的锈蚀，平时可一，二年把胶管拔开上点油，气泵轴承上黄油很好拆的。可保二次进气无毛病,油耗,1,无毛病
2110,OUfJI87qKPNTzt24,14年8月份出厂车，至今3W公里，高速城市一半半，综合油耗9.4，经常暴力5千转以上，没有任何机油消耗现象,油耗,1,没有任何油耗现象
2111,HyB1EwGLTXMRAImV,一直考虑森林人，用来自驾游。其实力狮性价比最好，操控也好，买轿车肯定选它了。    ,操控,1,操控也好
2125,gmQFieLZO0ht8lfw,都是好车，但是途观比森林人保养贵多了，森林人换火花塞10万公里。途观2万就要更换，森林人小保养600左右，途观这个价格肯定不够。,价格,1,价格不够
2128,YCy7gZAnWp3o4wkK,傲虎驾驶空间和视野没有森好，但乘坐体验要比森好，看你用途，自己开的多就森，带家人出去玩多就傲虎，傲虎还有鹰眼可选，很实用,空间,1,实用
2129,3gOJpANMey92hE1X,傲虎是属于全能型旅行车，不是标准SUV，空间大，通过性好，内饰豪华感强，车身低风阻小所以油耗也略低！森林人是标准SUV，一定要比通过性肯定森林人稍强，视野好。,内饰,1,豪华感强
2130,3gOJpANMey92hE1X,傲虎是属于全能型旅行车，不是标准SUV，空间大，通过性好，内饰豪华感强，车身低风阻小所以油耗也略低！森林人是标准SUV，一定要比通过性肯定森林人稍强，视野好。,空间,1,空间大
2133,pUqvnOF3CyQlfgLK,我跟你相反，我感觉热车加速轻盈许多。,动力,1,轻盈
2144,w4fhsHr0VI7Yb9iy,可玩性很高，和翼豹共用底盘。,操控,1,
2146,k1W7KTv5y0lLP3hE,看不上森林人内饰的车主能看上同级其他suv的车的内饰？你们真会觉的昂科威内饰很好吗，我最近买suv，落地30万级别的suv基本都看了，都那么回事。相对来说内饰比较差的有自由光，rav4，cx-5，新途胜等。比较来说森林人内饰算中上游的。,内饰,1,中上游
2150,2OqNUPab9CFKQZT7,空间各方面的都要比crv的好些，特别是后排。,空间,1,各方面都好些
2154,wN7BaeRFuTjPLoQC,操控这方面厉害，斯巴鲁一直都有很多看点。,操控,1,厉害
2158,To5vntxHm0a2fkM4,舒服的很，后排空间给我的感受非常好。,空间,1,舒服的很
2162,3LxgkmhR2VKaoCl6,不会的，2.0T前段加速很舒适，开起来像电动车,动力,1,很舒适
2166,vEzskRi5pqSZcudg,长城2―20全合成机油用起来也不错的，而且价格便宜！    ,价格,1,便宜
2167,73PsvBwEAGkXQNqu,最近用长城2―20全合成机油感觉还可以，而且价格便宜！    ,价格,1,便宜
2173,zqPpoGyY4wd0mTlI,5楼说的很对，翼虎空间不行。建议楼主还是再攒钱上2.5的，你要自驾游上高原还是有衰减，或者满载空调等情况都会发生，动力为王是真的。,动力,1,动力为王
2176,Gs7yc1rhiVnm4PFQ,傲虎内饰比森林人好一些，后备箱大大大，重要的事儿说三遍。如果你喜欢开车远足，装载东西多的话，傲虎很不错。,内饰,1,好一些
2178,3TQKyM8PeHi5Gd0j,斯巴鲁是很不错的车，虽然是SUV，但是操控真心不错！我甚至也去看了12款之前的手动档小森~   ,操控,1,操控真心不错
2180,SxJhgrjADzoy9LkQ,操控犹如宝马一般，价格却更便宜。,操控,1,犹如宝马一般
2181,SxJhgrjADzoy9LkQ,操控犹如宝马一般，价格却更便宜。,价格,1,便宜
2184,6CYd3KQ2SxB5EqTv,实力真的是同价格二十多万的车型那些所不能比的。,价格,1,不能比的
2189,T2qlWhMZBz81HGy0,还是2.5平顺自然   深踩动力也足够了   关键是油耗跟2.0一样低,油耗,1,平顺自然
2190,T2qlWhMZBz81HGy0,还是2.5平顺自然   深踩动力也足够了   关键是油耗跟2.0一样低,动力,1,足够了
2202,hveFDyRBnCb4ExiU,还是2.0L好，技术比2.5先进，80码前动力和2.5没区别，城市里开80码已经不能再快了，至于2t，发动机确实不错，但是变速箱调教还是偏向平顺，但是价格高了好多,动力,1,发动机不错
2203,hLteTHkco9lBNGVy,我认为森林人是挺好的，家用空间有保障。,空间,1,有保障
2204,WlptZ8bI5KrVN7B6,在操控上斯巴鲁调校的比较好，是品牌特色。,操控,1,比较好
2206,FNJBpP4blyLr8AhI,我也喜欢SUV，空间大，动力也可以，坐着的人也舒服,空间,1,空间大动力可以
2207,FNJBpP4blyLr8AhI,我也喜欢SUV，空间大，动力也可以，坐着的人也舒服,动力,1,可以
2209,yhUmC3exwH1rEcKM,单凭销量是无法看出一辆车的好坏的，本田丰田名气比较大，旗下的车种类也比较多 有品牌效应。森林人比较小众，知道的人不是很多，但是斯巴鲁在技术储备与核心技术上绝对不输本田与丰田。森林人在操控性上，四驱技术上，发动机上全都要优过crv与rav4，crv与rav4只不过是用了轿车的底盘升高了车身，而森林人是有他自己的底盘。科普了这么多你应该懂了吧。    ,操控,1,优
2210,yhUmC3exwH1rEcKM,单凭销量是无法看出一辆车的好坏的，本田丰田名气比较大，旗下的车种类也比较多 有品牌效应。森林人比较小众，知道的人不是很多，但是斯巴鲁在技术储备与核心技术上绝对不输本田与丰田。森林人在操控性上，四驱技术上，发动机上全都要优过crv与rav4，crv与rav4只不过是用了轿车的底盘升高了车身，而森林人是有他自己的底盘。科普了这么多你应该懂了吧。    ,动力,1,优
2214,q0odfkHASG48DlFj,我是见你吹得那么凶，什么斯巴鲁的核心技术和技术储备跟两田差不多。连混动都没，有什么资格跟两田比技术储备。跟森林人同价位比，汉兰达难道比森林人差？冠道比森林人差？森林人空间有他们大么？加速有他们快么？内饰有他们豪华么？乘坐舒适感有他们高么？每辆车都有自己的有点缺点和优点。我不否认森林人有他的特色，但说到秒这个秒那个，看看森林人那点销量，你就别吹得他那么神了。    ,内饰,1,内饰豪华
2215,q0odfkHASG48DlFj,我是见你吹得那么凶，什么斯巴鲁的核心技术和技术储备跟两田差不多。连混动都没，有什么资格跟两田比技术储备。跟森林人同价位比，汉兰达难道比森林人差？冠道比森林人差？森林人空间有他们大么？加速有他们快么？内饰有他们豪华么？乘坐舒适感有他们高么？每辆车都有自己的有点缺点和优点。我不否认森林人有他的特色，但说到秒这个秒那个，看看森林人那点销量，你就别吹得他那么神了。    ,空间,1,空间大
2218,aQWJE34nl68SOfdh,你用同级车跟森林人比比操控 比比通过性 比比四驱 比比发动机 你看看哪个能比过。你买车看内饰的话你去买个众泰t700内饰绝对豪华。你用7座汉兰达跟5座森林人比空间你也真是没谁了。    ,内饰,1,内饰绝对豪华
2221,aQWJE34nl68SOfdh,你用同级车跟森林人比比操控 比比通过性 比比四驱 比比发动机 你看看哪个能比过。你买车看内饰的话你去买个众泰t700内饰绝对豪华。你用7座汉兰达跟5座森林人比空间你也真是没谁了。    ,动力,1,
2222,oUrfY5CMn69BP21v,不用在意别人怎么说，2.0在城市足够。性价比也高。有些人你给他保时捷他也嫌动力不如兰博基尼,动力,1,
2224,lD0pPCOJ1xLRGwzN,不纠结直接森林人的路过 不过宝马的suv操控确实很棒的纯粹是靠调教出来的,操控,1,确实很棒
2225,aiOPIA5n6ZXLsBKw,偶尔上上小山，没有50CM以上的大雪，2.0应该应付没问题。油耗上2.5的也不高，本人实际使用城市非高速路8升多点（非自动巡航）。不知道各位油耗多少？,油耗,1,也不高
2227,VLPawyJg8Ctzni9k,质感的话宝马会好些 油耗两车差不多 宝马故障率不低 森林人整车缺乏质感 音响森林人牛   ,油耗,1,好一些
2231,byzrAqxGTHVgPNij,要空间大装载能力强肯定有人要。,空间,1,空间大
2232,CxdeGvOwkIoJZc47,力狮是中级车，车内空间表现非常好。,空间,1,非常好
2233,aiUlnBpFPRxk1erv,森林人吧空间大！xv后备箱有些小！    ,空间,1,空间大
2240,UAj2t1QPXKOfvC6c,外观显得低而已，进气口高度全系列一样的。,外观,1,高度都一样
2244,lUvFsArwnyC25t64,森不要太给力哦。。走过，用过，才知森好。。跑山过弯甩普拉多2.7好几米，走炮弹坑和搓衣版路是普拉多强。反正我进去走波密炮弹坑、米拉山￥色季拉山的搓衣板和109波浪路，森四轮离地至少飞起10余次，避震还是给力的，居然回来检查没漏油。。一路3000--5000转以上，油耗也是高的离谱，，森2.0CVT进藏慎重，爬东达山、纳木错等会非常吃力//,油耗,1,给力
2250,dTLNMQ7gxCXwrH0R,恩对。记得以前下雨开轿车底盘低遇到积水路段确实有点儿心虚，现在开森林人自信心强多了，视野开阔地盘高再加上四驱过个水坑啥的没啥顾虑。    ,操控,1,自信多了
2253,ZUPtCeLiVHkqXldu,XT动力不是好了一点点，操控性好很多,操控,1,操控性好很多
2254,ZUPtCeLiVHkqXldu,XT动力不是好了一点点，操控性好很多,动力,1,不是好了一点点
2261,E6ACXW4jv0YcNFZK,优点：省油，全时四驱，空间。缺点：车漆薄，高速烧机油，保养贵。我的车三年跑了十万公里。,空间,1,空间有点
2262,zIqbiSN0MxA87g64,不差钱就X T，毕竟动力更好。,动力,1,动力更好
2263,nPAyUr7fBWv65m9L,都是7.8年的老款车，就不要比了。我的16款森林人，跟哥们的宝马x4比了一下。感觉就音响，加速好点。,动力,1,加速好点
2264,kT6xgjB9wqELeKb3,恭喜楼主， 我也是4月底提的2.5特装， 楼主购车经历和我完全一样， 先前着迷指南者2.4几个月，一周内突然转向森林人，我觉得我做对了。森林人的性能以前就了解，但油耗如此低给了我一个额外惊喜。,油耗,1,额外惊喜
2279,QhyxILkHoN2j36AM,我人生第一辆车，2.5尊贵，那时候也想着省钱买2.0，结果我同事的2.0跟我的2.5油耗一样，哈哈，买了高配置不用天天想了,油耗,1,哈哈
2283,qU2fYQliZD3G4ERW,斯柯达新款su∨底盘相当好,操控,1,相当好
2288,UGn6kgcal1YisrQz,感觉发动机动力好点，噪音比以前小一点点（可能是心里作用），但是至少我自己心里放心，比4儿子店用的大桶的放心多了    ,动力,1,动力好点
2292,M7neE5daYsBDOJ6l,9万可以买，这个车都说堪比跑车的动力,动力,1,堪比跑车
2299,etuSDUcn5iMPopgj,没有一点问题，我们12年4森4虎走的川藏线，动力没问题，全程车也没问题，只是轮胎扎了三条，爆了一条。现在的川藏线好跑多了，更应该没有问题了。   ,动力,1,没问题
2300,J4df9RKot3uFsI5q,借你吉言，不过这辆车打算至少开个十年二十年，老百姓买车不容易，尽量别让自己后悔，至少目前为止特别满意，动力操控都很满意，尤其是操控，动力很跟脚，满意    ,操控,1,操控很满意
2301,J4df9RKot3uFsI5q,借你吉言，不过这辆车打算至少开个十年二十年，老百姓买车不容易，尽量别让自己后悔，至少目前为止特别满意，动力操控都很满意，尤其是操控，动力很跟脚，满意    ,动力,1,满意
2305,c97sQX4VwKO0FfzB,见我另外一个帖子，有买车过程，车子开的很爽，方向轻，反应灵敏，加速不错，空调凉。现在不好的方面就是起步比较窜，刹车软，油耗在市区要13个，最受不了的就是音响实在实在太差，下周换了它。还有隔音差，喇叭滴滴声，太次了，感觉就是在车内响一样。,动力,1,加速不错
