,content_id,content,subject,sentiment_value,sentiment_word
1741,v0D4hksVleuba6BU,贵个几万也就算了，这质量真tm够了，别的车被投诉有异响，轮胎不好，导航不行，窗户漏风，变速箱动静大，斯巴鲁的投诉都集中在发动机烧机油，漏机油，但实际上开斯巴鲁的都清楚，异响亮和变速箱声音大这些个东西是车主已经不计较了，要是计较这些问题都是槽点可以投诉,操控,-1,不好
1742,v0D4hksVleuba6BU,贵个几万也就算了，这质量真tm够了，别的车被投诉有异响，轮胎不好，导航不行，窗户漏风，变速箱动静大，斯巴鲁的投诉都集中在发动机烧机油，漏机油，但实际上开斯巴鲁的都清楚，异响亮和变速箱声音大这些个东西是车主已经不计较了，要是计较这些问题都是槽点可以投诉,动力,-1,
1744,U1haDrK02B5MHkqp,12万卖吗？指南者14万新车 你二手车我担心他们说的烧机油,动力,-1,担心
1745,07MldQeGIFPmSJci,买得起森林人就不会在乎多几万块钱的事，2.5烧机油，2.0省心自己看着办。,动力,-1,烧机油
1747,LpfNsqAcSzEZ5iPv,柴油发动机本身就要比汽油机的极速稍弱一些。但是柴油机的长处是低扭爆发力大。    ,动力,-1,弱
1749,yrEH39vkFB6WdxV2,汽门室盖渗油！我也渗 。不抬发动机应该也能换垫子吧！漏的不历害就别修了，放心机油就算滴排气上也不会烧起来的，只会冒烟！,动力,-1,
1752,7DAZjBwH04MuWszL,同城森友.我用实际经历告诉你.我加了摩特5-30机油后.油耗增加.油门没有以前灵敏.油门变沉.我又换回白桶0-20了. 根据你的情况 个人建议用0-20机油  备一桶1升装5-30备用.机油灯亮就加5-30补充一下  下次换油还是0-20 冬季用0-20 主用 5-30补充 夏天或高速多5-30主用,油耗,-1,增加
1753,7DAZjBwH04MuWszL,同城森友.我用实际经历告诉你.我加了摩特5-30机油后.油耗增加.油门没有以前灵敏.油门变沉.我又换回白桶0-20了. 根据你的情况 个人建议用0-20机油  备一桶1升装5-30备用.机油灯亮就加5-30补充一下  下次换油还是0-20 冬季用0-20 主用 5-30补充 夏天或高速多5-30主用,动力,-1,没有以前灵敏
1757,1j8l6L9f4yad2IoJ,这个问题很容易误判到发动机或者变速箱上，网上查也都有好多说是CVT变速箱异响的。我当时情况就是，不给油怠速时一点异响没有，速度低了或者高了也没有异响。刚好就是在发动机某个额定输出功率附近，排气量刚好推动中段排气管里某个零件嘎啦嘎啦的响，供你参考。,动力,-1,异响
1758,dUO5GLX9Rg2xnzD0,那为何解决方案是更换中缸呢？油冷才要多少钱,动力,-1,
1760,wS8JPdR7EYsAbm2c,爆震，如果你是加92号油，改换95号油爆震声音会小一些。,动力,-1,爆震
1762,0GQg74ZntyksBEIA,我和你一样的车，过10万公里开始‘烧’了，8000公里大约能烧掉机油尺上下限之间1/3的位置。   ,动力,-1,烧机油
1765,fB04bkunWK3X9eMU,因为是水平对置的发动机，所以要拆下发动机维修，一般都是气门室盖和正时盖与发动机接缝处渗油，因为垫片和胶体老化、降低了张力和弹性，导致密封性不严，解决方法就是更换垫片重新打胶密封。,动力,-1,渗油
1773,w7CZMTODhqEe5lxz,负责任的告诉你。油耗大。毛病多 。    ,油耗,-1,油耗大
1774,L83yXsTPMOprRBz7,各位看看机器温度有多高，加的油饼，密封圈烫成这屁模样，或许是密封圈质量太差而不是温度高。,动力,-1,温度高
1780,HbBkR0Xy68KVlTWq,11-14的通病好吧，09-10款还是正式皮带的ej发动机！气门室盖漏油是刚开始改为正式链条的发动机以后出现的    ,动力,-1,漏油
1783,YZNu1aK5HdnTxizf,森林人烧机油的原因是发动机水平对置设计缺陷，会有片面磨损。V型发动机也是偏磨。,动力,-1,设计缺陷
1784,CxJZhtpWkDw02Q5T,实话说，烧机油确实是不好，但是我也不知道烧机油能有多大事了，几千公里烧一升的，车尾放个小瓶就能跑大半个中国了，需要把这事看的如此不堪了？大众、奥迪、宝马这些公认的烧机油大户的车都还在满街跑，我们急啥啊……！   ,动力,-1,
1786,Q0NWi8BT5x7bjHCM,和大众一样路上加机油哦，开了这么多年车真没干过这事。要是一万公里保养中途加一次也可以接受，5000公里你再加总觉得太凶了吧。现在宝马2.0T不烧机油，奥迪也很少了都有了很大改进。现在环保年审也严了，烧机油恐怕是不会好过。   ,动力,-1,烧机油
1802,gXNmdclU1fPrDboF,不知道换机油管不管用，不过可以首先排除安索，我出保后就用的安索，有机油消耗，下一次准备用胜牌。,动力,-1,机油消耗
1804,rZzh4AgiaO0dToYe,预算没什么问题，就是怕烧机油4S自己都说烧机油就换中缸，保质期内免费，过了保质期了？   ,动力,-1,烧机油
1805,LY19QKquZlRm0hp8,不是公里数越少越好，朋友的车09版才跑了3万公里，机盖一打开，全是油，开起来异响不断，车是用来跑的，公里数虽说多了点如果没特别事故应该ok，还有一朋友伊兰特都30万公里了，还在开，,动力,-1,异响
1822,yPhd6XbgKaq8rimD,14款经常跑高速是烧机油的,动力,-1,烧机油
1825,mdLoRzgOUjwSVnNl,同样13款2.5自豪4.2万路过。加速时感觉油门不如以前平顺，有抖动现象,动力,-1,抖动
1829,h5fvjFKOVI9naGti,烧机油后备箱常备桶机油！怎么会丢路上！       ,动力,-1,
1848,6nytuT3YZxe7ClkV,应该是13和14款未烧机油情况下的平均消耗水平。毕竟属于低张力活塞环的批次。如果不继续恶化，倒也无妨，5000-6000一保养也就没事。就只怕坛子里爆出诸多里程到了5万以上恶化成烧机油，2000或3000公里烧1升，变成堵人品了。。。就这样还没达到1000公里烧一升的4S规定的标准。这车确实不省心。   ,动力,-1,烧机油
1854,5ZJHB8VfXwUdc2ON,所谓的烧机油并不会影响你周期保养之间的正常使用啊,动力,-1,烧机油
1863,dA1hsBaTXvNykmfc,森林人的悬架较硬，底盘静音不怎么样，压很小的石子感觉都很明显！    ,操控,-1,静音不好
1879,ExzWrqgamXycZDHe,就昂科威那货也买，就真是小白一枚了，不怕脱轴么？森林人固然不是很舒适，但是其他方面很强，绝对拿的出手。    ,舒适性,-1,不是很舒适
1885,hL3QfePUFA0prEv4,觉得舒适性不怎么样，比较颠簸    ,舒适性,-1,颠簸
1892,5PWtQJ6G2UbXNsE1,你说这种话才是笑喷 这种赛道多弯短程 加速快作用并不大，关键看的车的综合素质。（加速7.6S的思域 成绩是1分06秒） 都说森林人那么牛逼，坐等1分04秒的森林人出现哦 最后再给你一张图，这是传说中操控无敌的森林人？       ,操控,-1,
1894,hcgXT3J4eWLNGnu0,真想把天窗取消 有天窗影响操控，还不如没有,外观,-1,取消
1905,df3eptoRUOxIqvjL,森的很我生锈，不信你打开发动机看下那些螺丝，螺母个个生锈,动力,-1,生锈
1916,l4KZgsc0kpTv1hjP,没解决，由于发动机多次熄火且仍然有爆震，有安全隐患无法再行驶4s店又不管不问，故汽车从1.17号一直没动。现已起诉。    ,动力,-1,爆震
1921,TvMzkH0jAF4ZEK9C,我起诉的是换发动机、修三元以及赔偿1万元。法院按能看见的金额收费，所以收了25元。    ,动力,-1,
1926,Ss7AmUjZxdqHDpQ2,发动机的噪音我倒不太关心，不过肯定会有点影响，但隔音的做法又不一样，隔音最好是一软一硬两种材料，部位也太不一样，隔音还要更多地考虑发动机左右两侧。   ,舒适性,-1,有点影响
1930,K8OIb52PrGtAESmo,改后进气口高低差不多就没必要改了！但望森林人车主雨天涉水一定要小心，本人16年7月天津市下大雨涉水发动机损坏，换中缸和进排气。当时桑塔纳骄车同时涉水轻松驶过，本人看着森林人真是五味杂陈。    ,动力,-1,涉水
1932,Zqxc5gTJIG7OwYS4,森林人空滤器冒似位置高！实际进气管与空滤盖连接处是活口，位置低很多，涉水不是泡水！前进中前杠会拱起很高的水。16年7月20日下雨涉水森林人车内进水和发动机损坏车辆近50辆之多，之家者不相信可询津的3个4S店：空港森林人、滨海森林人、北辰庞大森林人，如果不信可以开森林人和桑塔纳试试！    ,动力,-1,涉水
1936,P2n9IAo7bJHl3kTs,贵也没办法，尽量4s店配前面有一车友发动机被锁死，相当麻烦,动力,-1,锁死
1939,KBpeEJ3Aof2PayxC,我的13款2.5，2万公里发现爆震，找了4S没法处理，自己也清洗了发动机，依然存在。大家应该联合起来一起向质检部门投诉，寻求解决办法。,动力,-1,爆震
1941,YHQbAR6XmiW87Lxr,发动机是ej20的。环保网查不出这个型号发动机的车    ,动力,-1,查不出
1946,OlBYoIhwE0e7m1vV,2.0 14款， 不烧，但是上坡急加速发动机有哗啦哗啦声，闹心,动力,-1,哗啦声
1948,D2ZnYJyi1kmARKeV,你不会认为发动机发电会始终能充满电池吧。。高强度使用四驱时，电池支持不了多久。。。    ,配置,-1,不久
1954,kcgt4GfhTFOp1reZ,刚启动混合气浓度不准，发动机和三元工作温度都不到，肯定有味儿。,舒适性,-1,有味
1959,eWsJV9tmKMorzkfd,不知道傲虎比森林人是不是好点，我是说噪音，还有这个噪音是隔音的问题，还是发动机的问题?   ,舒适性,-1,噪音
1960,VJFW0XNkb6gG1vD7,09-12款的通病，要台发动机从新打胶4S店6000-8000左右,动力,-1,通病
1961,92F0QYURmlXgfa8j,还有纵置发动机本来就是为越野车搭at而生的。纵置搭载链条，说白了跟横置搭载四驱是一样的概念。发动机出来后多了俩传动轮在把钢带挂上。本来适合横置的cvt非要将就纵置发动机。注定就是一个隐患的败笔。在怎么折腾都不如一根硬轴链接发动机。    ,动力,-1,败笔
1964,pT9m3nI2GEhdNK1S,跟发动机转速，温度应该是有关系的。主要还是物理性缺陷。    ,动力,-1,缺陷
1967,FURQDu3atlyG2P7f,我的也会，重起会熄火。在重启就发动机转速低，  在重起才正常，  好像是停车了车内空调没关耗电问题。关了空调启动就不会。 电池博士的  看电池显示蓝灯 健康状态。,动力,-1,转速低
1969,FURQDu3atlyG2P7f,我的也会，重起会熄火。在重启就发动机转速低，  在重起才正常，  好像是停车了车内空调没关耗电问题。关了空调启动就不会。 电池博士的  看电池显示蓝灯 健康状态。,操控,-1,
1970,kJHxSoNAbFsInZ0r,黏度高对发动机的负担大。斯巴鲁的机器又娇气。后面的自己考虑吧。   ,动力,-1,负担大
1972,OluH6M1fBZJcqEno,不太会用，用了两次发动机轰轰轰响,动力,-1,轰轰响
1977,cdVHPuIb1sgLaY7q,家用足够，飙车差劲。噪音较大。,舒适性,-1,噪音较大
1978,cdVHPuIb1sgLaY7q,家用足够，飙车差劲。噪音较大。,动力,-1,飙车差劲
1979,hnM6zSiVpfaP5kme,今天看的车，16尊贵，落地316300。没一点儿商量余地。坐标大连。准备放弃。顺便说一句，试驾感觉噪音偏大。    ,价格,-1,放弃
1980,hnM6zSiVpfaP5kme,今天看的车，16尊贵，落地316300。没一点儿商量余地。坐标大连。准备放弃。顺便说一句，试驾感觉噪音偏大。    ,舒适性,-1,噪音偏大
1981,fW20zZnpTyeYUkVJ,开了近两年了，都是正常保养，除了有些异响，高速噪音大，真没遇到什么毛病，更不希望有毛病。楼主到底有什么毛病，请说清楚点，让大家看下是通病还是偶然，不能上来就说些让大家莫名其妙的话。我的观念是是车就有毛病，既然选择了就得接受，如是通病，只能说没做好功课，如是偶然，只能说运气不好。,舒适性,-1,噪音大
1983,Of1mvjbB9pW2y7MC,荣放噪音不行，80后脑袋疼,舒适性,-1,不行
1984,ZJRHWrazoEeS91C5,高速上跑起来哪儿都是噪音，再好的音质都糟蹋了。   ,舒适性,-1,噪音
1988,gJo8YV3ZftlHQzDh,本田噪音都属于控制的较差的    ,舒适性,-1,较差
1990,ib1xhe6dVYSk4JDA,应该是第一种，功放声音不敢放大，有噪音    ,舒适性,-1,有噪音
1991,YBium5jhNdK23zTq,140，但是噪音太大了。,舒适性,-1,噪音大
1994,VhtunqpTJwLK6Rcl,LZ，你在哪儿做的？我也想做，噪音受不了了，2012款的开了4年了。也在北京~   ,舒适性,-1,受不了
2008,ojie7Z26A3gptYP9,法兰垫片不要加 并不安全,安全性,-1,
2018,gjVBZ53fOE2wCWax,13款还没有国产的，我在4S才换好一周，4900元包括所有费用。就是TMD味太大了，开了一周的窗还有味。,舒适性,-1,
2019,A5q3vDzkGoc6gs8P,2017特装棕内味特别大 皮质感觉不像国外产品 看后觉得不对 还是16款吧 至少没味,舒适性,-1,味特别大
2020,eyzuRSYnLv9FTsoA,嗯。感觉似的，若有若无，也不是一直有味道   ,舒适性,-1,
2023,aZwSmYsj4hTnlyWd,25万？你厉害了我的哥，佩服。,价格,-1,
2042,PKeUvILOs6M3pYBl,新指2.4高性能，不如搞自由光2.4专业版，2.4虎鲨发动机和9AT是一样的，价格上浮也不多。新指的尺寸小了点，感觉新指比老指降了半格。如果不喜欢自由光的咪咪眼，新指和森林人二选一的话，尺寸、空间、视野、油耗、操控、品控还是森好，动力自合、外观、内饰是新指好，轻度越野能力应该差不多。,内饰,-1,
2043,PKeUvILOs6M3pYBl,新指2.4高性能，不如搞自由光2.4专业版，2.4虎鲨发动机和9AT是一样的，价格上浮也不多。新指的尺寸小了点，感觉新指比老指降了半格。如果不喜欢自由光的咪咪眼，新指和森林人二选一的话，尺寸、空间、视野、油耗、操控、品控还是森好，动力自合、外观、内饰是新指好，轻度越野能力应该差不多。,外观,-1,
2046,Q9CbzkPWiHZBDhG4,吉普高性能通过性好，前进角离去角强，配置强！但安全性、油耗经济性、操控、空间、森林人强！建议丟硬币选择。,配置,-1,
2054,ZGUYCjgPN08MpbR7,我的也这样，开始以为出毛病呢，一问都如此... 原因不知道是啥，省材料？,内饰,-1,出毛病
2056,E07UoRzdIg43yhCB,你的车怠速空档等红绿灯的时候车身抖动吗?我的16款2．5抖      ,操控,-1,抖
2058,yV3zo6XAWFvfup9t,那我换过刹车片 过几天就又开始响了   ,操控,-1,响
2059,8YS1pzOGAFKs2Rhr,我也有ddd的异响，不过暂时还确定不到是哪里,操控,-1,异响
2065,TEkWPSFyrl987Ru5,大多数人中控也就倒车时看下，听个歌，长途时放个电影。导航都是用手机，个人感觉没必要换，浪费钱，除非你是电子射备的发骚友。,配置,-1,没必要
2067,jxDVBX3LIefzvZCi,我也试过，感觉车内后视镜很难动，都不记得第一次怎么调到合适的位置了 现在调了座椅位置，想调后视镜，感觉掰不动     ,外观,-1,掰不动
2068,jWaDigNkBVKxu7ye,森林人的刹车成绩百公里杀停42米多。。。灰常差劲了，我也有几次差点追尾,操控,-1,差劲
2077,o9Xgtx753fI6pRsv,我的方向盘也脱皮了。。。太塑料了！！,内饰,-1,脱皮
2079,0CTk9QVungqcKOXW,秋的一声是倒车雷达的声音，因为P档要切到R档先！,配置,-1,有声音
2082,UOaKoVeNyGcmr518,对，他们也这么说，可能还有刹车盘的问题    ,操控,-1,刹车盘
2083,GLpdJODsc4Vvqfo9,就导航和多媒体这个事，我不认为这是日本原厂的优势，这个东西国内做的更好，我觉得就挺好    ,配置,-1,
2085,xWCUemYyjQVocSuT,2.0后2.5都是菜车，启动窜中途加速无力。3000米2.0最高140，4000米2.5爬坡像牛车。,动力,-1,牛车
2087,IaqNSnWcY5LEioGj,当然是太阳暴晒下，没有1小时空调是打不下来温度的。确实这空调不咋样呗   ,舒适性,-1,空调不咋样
2089,emu386kPFtN0zInw,就外观的区别了，不过真是让人挺纠结的,外观,-1,纠结
2097,qlcXYsLxDEJKwCRO,4.8L，油位正好在机油尺上限位置。至于为何说是5.6，要么怕消耗过多事先多加点，要么就是想多收点钱。建议加到机油尺上限，中途若消耗过多再添加，加得过多会增加动力耗失使油耗上升，发动机声音也会变闷。    ,油耗,-1,油耗上升
2098,qlcXYsLxDEJKwCRO,4.8L，油位正好在机油尺上限位置。至于为何说是5.6，要么怕消耗过多事先多加点，要么就是想多收点钱。建议加到机油尺上限，中途若消耗过多再添加，加得过多会增加动力耗失使油耗上升，发动机声音也会变闷。    ,动力,-1,变闷
2101,MpoqgADCT7OXadGZ,我的老款2.0跑哪儿都没觉得动力不够，夹金山，独庫公路都跑了，高速超车也不输其它车，当然超跑除外。,动力,-1,动力不够
2106,vZyImJudMaY7q4lA,我的13款2.5车热后上坡加油有嘎啦声好大 如果刷ecu会降低动力,动力,-1,降低动力
2112,OdB9fPFoz0ZXDArv,翼虎的动力和配置是完胜森林人的，尤其动力这一点对自驾游还是有帮助的。但是翼虎的空间不行，前后排都不行，坐久了不舒服，视野也不行，根本不像SUV该有的样子。我觉得自驾游的话还是2.5的森林人更好，2.0的动力日常够用，长途自驾还是弱了点。 至于断轴什么的就不要再说了，多少年前的事了，人家早就不断了。,空间,-1,空间不行
2120,8YoN0u2K3l4OsIUT,有手机导航。这个毛用无,配置,-1,有手机导航
2122,0LJBmyRodwYbiPfF,16款款led灯，驾驶位记忆，座椅加热，座椅底出风口很多方面其实不算差，实用配置该有的基本都有，但在最体现门面的中控导航和后排出风口掉了链子，以及在现阶段很多车都强调主动安全系统的形势下，鹰眼竟然没配上，这几项导致经常被人拿来批判,配置,-1,掉了链子
2124,1HhPuO8AtsMcfa4q,我都是D档自个走了才跟油，车熄火停哪开着窗估计就没噪音了，还有嫌弃开着窗噪音大的...,舒适性,-1,噪音大
2134,wFtGgL9RzEdQVe7C,没毛病，有钱就一起换，没钱就先换前面的，过个1-2万，把前面的换后面，前面再换新的，，，因为小森动力是3-7开，前轮动力70%，加上前面发动机重，压力大，所以这么换没问题的，，，我60000才换了前2个，，，准备再开段时间再换2条，还有自己多观察，看轮胎的最低安全线，如果胎纹低于3MM就要换，主要是影响下雨天的排水性能。,动力,-1,压力大
2139,Xqo2DRLt0eaUPMv8,13款2.5尊贵。 你说的我也有这样感觉。 油温90多度前加速什么都很不错。而且没爆震（就是急加速底盘刺拉拉卡拉拉声音） 但是上了100了就感觉有点迟疑，还是反应慢意思或者没动力。 当然爆震也跟着来了。 一急加速就刺拉拉 喀拉拉的来了。 特别是炎热夏天堵车时候尤其有感觉。   ,操控,-1,刺拉拉
2140,Xqo2DRLt0eaUPMv8,13款2.5尊贵。 你说的我也有这样感觉。 油温90多度前加速什么都很不错。而且没爆震（就是急加速底盘刺拉拉卡拉拉声音） 但是上了100了就感觉有点迟疑，还是反应慢意思或者没动力。 当然爆震也跟着来了。 一急加速就刺拉拉 喀拉拉的来了。 特别是炎热夏天堵车时候尤其有感觉。   ,动力,-1,没动力
2142,v4plNtZ2QfTMRShI,我是把皮搓掉了，然后还把多功能按键框和方向盘连接处膜掉漆了。。。。,操控,-1,掉漆
2147,KvdVawRtHjZDXqgM,同样13款2.5尊贵，你说的问题我都存在着，发动机的哒哒声叫做爆震……我拆洗换了中缸，无任何积炭情况下还是爆震，关键爆震时会动力下降啊！刚开始时痛并快乐着，TMD，现在就剩下痛了，这进口的品质真好啊！,动力,-1,动力下降
2157,8bPune2tXE7ajcJD,早点国产，有更低的价格给我们就更好了。,价格,-1,
2163,pTuxkV58WNLE1ZrK,还可以！ 动力开习惯还是不行！    ,动力,-1,不行
2164,uNzpJ8Mt75GIs3by,副厂的材质偏软 做工粗糙   ,内饰,-1,粗糙
2168,plOByUEWADrvF7JR,1.2K，这不是老百姓自己平易近人的价格     ,价格,-1,不平易近人
2172,zqPpoGyY4wd0mTlI,5楼说的很对，翼虎空间不行。建议楼主还是再攒钱上2.5的，你要自驾游上高原还是有衰减，或者满载空调等情况都会发生，动力为王是真的。,空间,-1,空间不行
2177,yvanXxY56b8ftAlo,森林人的价格老鬼了，而且维修保养的件难找,价格,-1,价格老贵了
2179,bntNuh3IMsKDrcQo,本田的空间不行，crv的通过能力也是。,空间,-1,空间不行
2185,7eq3PfK648NlbGZ9,进口车价格没有保证，这点比较坑的。,价格,-1,没有保证
2188,3PEvA7iJCN8cnhUx,同样情况，要抬发动机，花费4千多。结果方向盘装偏了，调整了十多次才调好。,操控,-1,偏了
2193,gQ8x2wJcq7H9TDGp,看上去好像是油底壳，但是仔细看是机油感应器坏了，必须拆发动机重新打胶，换感应器，如果是油底壳就好办多了。    ,动力,-1,重新打胶
2194,4U1mfL2u7bXWExiy,发动机漏油的 气门室盖和正时 质检总局缺陷管理中心投诉,动力,-1,漏油
2201,hveFDyRBnCb4ExiU,还是2.0L好，技术比2.5先进，80码前动力和2.5没区别，城市里开80码已经不能再快了，至于2t，发动机确实不错，但是变速箱调教还是偏向平顺，但是价格高了好多,价格,-1,高了好多
2212,eb8BxU54TtGu2NsS,如果长途多一点 就2.5 2.0一百以后加速缓慢 市区开没问题。我2.0也能开一百五六 就是提速慢。,动力,-1,加速缓慢
2217,TR8BOM4ZKFWnUlrj,首先原厂压根就没有这玩意，森是岛国原产，原装进口过来，不存在简配，美版森也没有这个功能，在4儿子改装的唯一好处就是就算破线，也不影响整车质保，会开具加装设备的发票的，这点不用担心，缺点就是价格贵；出保后自己改装，价格低，此时破线也不存在质保了，哈哈,价格,-1,价格贵
2223,U5wL2so0rEHjvReM,论做工~~小森完败 论性能~~旗鼓相当 论面子~~小森完败 论个性~~小森占优 论保养~~小森完胜 论四驱~~小森占优,内饰,-1,完败
2230,Vxky173quUHYPWiJ,说什么未来，你们倒是能够给国人更便宜的价格。,价格,-1,给个更便宜的价格
2238,OyW08r6ueSAk9pRo,我也是一样，就怕烧机油，2.0的动力太弱，2.5又怕烧机油    ,动力,-1,太弱
2239,HA1oJN4aUdiG7cLk,价格贵了，2年前换的1600，,价格,-1,贵了
2242,ORbPMxfJuiTWrEga,本来谈2.0时尚的.价钱都谈得差不多了、又怕动力不够.想看2.5的价钱又高...看过几个日系不是样子不喜欢就是内饰不咋的...森林人价钱.....   ,动力,-1,怕动力不够
2249,cu9mHXhbCeo3Ai5p,知道啊，20多kg，半箱油的重量而已，百公里油耗增加0.2最多了，一年我开2万公里，也就40个油。我觉得非常非常有必要，因为对这个噪音已经烦透了，现在耳朵舒服了，音质享受了，用这点钱提高了行驶品质，为啥没必要？    ,舒适性,-1,噪音烦透了
2258,YcLmz3FiIpHMxV1w,15年去青海甘肃开小森，就被高速上的噪音弄的耳朵乃至整个脑袋都不好了，16年再去，哪怕A6l通过性再差，我也选择轿车。那一整天高速跑下来感觉好多了。   ,舒适性,-1,耳朵不好了
2280,XVH2kqt0N7lf3vEZ,积炭多自己开着感觉明显，动力下降油耗增加，有时候感觉给不上油，油门踩的深过几秒又猛的窜出去。有这种感觉再洗吧，否则没必要,油耗,-1,油耗增加
2281,XVH2kqt0N7lf3vEZ,积炭多自己开着感觉明显，动力下降油耗增加，有时候感觉给不上油，油门踩的深过几秒又猛的窜出去。有这种感觉再洗吧，否则没必要,动力,-1,动力下降
2284,byuGfmHK5zJE06hs,看岁数，年轻人就森林人吧，我也曾经纠结过，因为不到30岁，选择森林人了， 但说句实话，森林人的空间不敢恭维啊，,空间,-1,不敢恭维
2291,1zOUx5egtV0uPlJk,我的也是，3年半一过就发动机漏油，在大同市的4S店修的，花6000呢，操他妈的斯巴鲁。车我已经卖了。现在考虑再买新车呢。,动力,-1,漏油
2293,f6S2dQuDybwkOqaV,这不是电子限速了。而是动力跟不上，快不了了,动力,-1,跟不上
2302,aMZeGlEUKf0pNzOB,也出现过，感觉跟我开空调有关，再就是有时候脚累了稍微动了一下,舒适性,-1,音响太差
2303,c97sQX4VwKO0FfzB,见我另外一个帖子，有买车过程，车子开的很爽，方向轻，反应灵敏，加速不错，空调凉。现在不好的方面就是起步比较窜，刹车软，油耗在市区要13个，最受不了的就是音响实在实在太差，下周换了它。还有隔音差，喇叭滴滴声，太次了，感觉就是在车内响一样。,安全性,-1,刹车软
2304,c97sQX4VwKO0FfzB,见我另外一个帖子，有买车过程，车子开的很爽，方向轻，反应灵敏，加速不错，空调凉。现在不好的方面就是起步比较窜，刹车软，油耗在市区要13个，最受不了的就是音响实在实在太差，下周换了它。还有隔音差，喇叭滴滴声，太次了，感觉就是在车内响一样。,舒适性,-1,隔音差
2306,znvsS0hbDICWtmg7,支持楼主，好样的，就是不服输的精神更好地警示那帮奸商。不知道是否有高手能告倒庞x强奸销售垃圾导航,配置,-1,垃圾导航
2309,MyO3AXJHRVciFe40,我貌似换上邓禄普的后也油耗增加,油耗,-1,油耗增加
2340,MQ2LigG9wXHDYo4R,油耗会上升，动力会略有降低，如果你要长途穿越建议你还是换吧,油耗,-1,油耗会上升
2341,MQ2LigG9wXHDYo4R,油耗会上升，动力会略有降低，如果你要长途穿越建议你还是换吧,动力,-1,降低
2349,rqCXELVFPQN02fak,也打算买一台2.5，但现在纠结三点：1、16款的即将面临换代；2、同样担心烧机油；3、车子今后开的时间长了，易损配件价格高，不太好转手。,价格,-1,价格高
2350,QpyY8FzOsH9ofx3J,2.5上纳木错发动机仓都开始有点冒烟了，机油温度117，其他地方一路上没有任何毛病.2.0慎重哦。2.7的普拉多是得扔,动力,-1,冒烟了
2353,fUr1bIOWJNS2HMno,我最诧异的是方向盘下面的盖板，像纸壳，碰上去嘎嘎响。不过没关系，那个地方又不是用来碰的,操控,-1,嘎嘎响
2356,YEQf1oka4cKiS0qL,嗯..知道了.本来都要下定2.0的.怕动力不够...脚垫什么的都早买了...才发现还没买车..   ,动力,-1,动力不够
2357,h6x98C1WzwIvsNGk,自驾2.0动力还是弱了点，应该提2.5的,动力,-1,弱了点
2369,qUuJE6zdBIoiMg3A,六万五时后轮坏了两个，13年森已经过保修期，换两个人工加材料1900，这质量哎,内饰,-1,
2377,lyazgWpRvkIfG3AS,我也是，3万公里以前一直92，后来发现上坡和急加速发送机有爆震，就换95，现在7万公里啦，再没出现爆震，而且的确省油啦，以前7.6，现在7.0   ,动力,-1,爆震
2383,qerO8hfTFv6YDI2x,内饰不抽烟不吃东西还可以保持，发动机舱用布擦不干净啊！缝隙里油泥不好搞啊！,动力,-1,缝隙里油泥不好搞
2397,gXe5NWTiMVUv7FRC,2.5也好不到哪去，要动力还得上涡轮增压    ,动力,-1,好不到哪去
2399,6oCcPTsivIw1gSdr,还可以 就是动力下降比较明显，油耗好，发动机噪音变大    ,动力,-1,下降明显
2400,6oCcPTsivIw1gSdr,还可以 就是动力下降比较明显，油耗好，发动机噪音变大    ,舒适性,-1,噪音变大
2407,YrRmuN1E5iHXQIl2,要是有泄漏的情况空调管路里是放不出来冷媒的，一定要按照原厂规定的加注量充装，空调排水管在右侧下摆臂后面，空调工作几分钟就会有滴水现象。把蒸发器和水箱好好冲洗一下，原厂的要是没动过问题不大。    ,舒适性,-1,滴水现象
2419,yn1MFXw8KOU3ZzB0,可以要求用原厂的机油吧，我双包卡用一年了，每次都要求加原厂机油。换过三次机油，其中第二次加完机油，明显发动机噪声大，后来第三次特地要求用原厂机油，噪声立刻小多了。谨慎怀疑第二次机油有猫腻。车友们多注意。不过第三次换所谓的原厂机油，我特地看着换，也是从管道里加的机油，到底是啥机油，不得而知。,动力,-1,发动机噪声大
2424,qC9LAi6pwdxUvXP2,自由光油耗确实高，车太重，同事四驱的1.85吨，比沃尔沃XC60都重，跑高速都是8、9个油。开过几次，最不能忍的是变速箱太差，一脚踩到3000转不换挡，据说要先轻踩一下，给个信号，再往下踩才会换挡。唯一的优点就是地盘好一些。噪音方面，主要是小森的发动机隔音太差，克雷嘉都好很多。    ,油耗,-1,油耗高
2425,qC9LAi6pwdxUvXP2,自由光油耗确实高，车太重，同事四驱的1.85吨，比沃尔沃XC60都重，跑高速都是8、9个油。开过几次，最不能忍的是变速箱太差，一脚踩到3000转不换挡，据说要先轻踩一下，给个信号，再往下踩才会换挡。唯一的优点就是地盘好一些。噪音方面，主要是小森的发动机隔音太差，克雷嘉都好很多。    ,动力,-1,变速箱差
2426,qC9LAi6pwdxUvXP2,自由光油耗确实高，车太重，同事四驱的1.85吨，比沃尔沃XC60都重，跑高速都是8、9个油。开过几次，最不能忍的是变速箱太差，一脚踩到3000转不换挡，据说要先轻踩一下，给个信号，再往下踩才会换挡。唯一的优点就是地盘好一些。噪音方面，主要是小森的发动机隔音太差，克雷嘉都好很多。    ,舒适性,-1,隔音太差
2432,MWJou75BIkXAODTl,美孚机油本身缺点就是噪音大    ,舒适性,-1,噪音大
